Location,male_median_salary,female_median_salary,STATE,gender_pay_gap
Narre Warren South (East),42991,27573,VIC,35.86332022981554
Narre Warren South (West),40304,28229,VIC,29.95980547836443
Clayton South,26156,21103,VIC,19.318703165621653
Dandenong,25062,18611,VIC,25.74016439230708
Dandenong North,31750,23658,VIC,25.486614173228343
Dingley Village,47892,29836,VIC,37.70149503048526
Noble Park North,34488,26776,VIC,22.36140106703781
Springvale,22760,16265,VIC,28.536906854130052
Noble Park - East,25648,19362,VIC,24.50873362445415
Noble Park - West,26776,18647,VIC,30.359276964445776
Ashwood - Chadstone,36695,26511,VIC,27.753099877367486
Glen Waverley - East,37212,25134,VIC,32.457271847791034
Glen Waverley - West,33673,25000,VIC,25.756540848751225
Oakleigh - Huntingdale,36677,27836,VIC,24.105024947514792
Cairnlea,42522,28700,VIC,32.505526550961854
Keilor Downs,42400,29973,VIC,29.308962264150946
St Albans - South,25711,18750,VIC,27.074015013029438
Sunshine,23821,20755,VIC,12.870996179841315
Sunshine North,28694,23467,VIC,18.216351850561093
Sydenham,38111,26617,VIC,30.159271601374932
Altona,54806,34760,VIC,36.57628726781739
Altona Meadows,45758,31329,VIC,31.533283797368767
Newport,56841,40146,VIC,29.3714044439753
Seabrook,48935,30668,VIC,37.329110043935835
Williamstown,50842,32387,VIC,36.298729396955274
Maribyrnong,37283,27211,VIC,27.0149934286404
Seddon - Kingsville,49273,37688,VIC,23.511862480465975
West Footscray - Tottenham,33000,29341,VIC,11.087878787878788
Yarraville,52193,40412,VIC,22.57199241277566
Bacchus Marsh,50000,29074,VIC,41.852000000000004
Hillside,47019,31250,VIC,33.53750611454944
Taylors Hill,49273,29795,VIC,39.53077750492156
Burnside,42214,33448,VIC,20.765622779172787
Burnside Heights,47325,32307,VIC,31.7337559429477
Caroline Springs,46221,30311,VIC,34.421583263018974
Hoppers Crossing - North,38649,25896,VIC,32.996972754793134
Laverton,30944,23786,VIC,23.13210961737332
Tarneit,36817,23788,VIC,35.388543335958936
Werribee - South,40625,27624,VIC,32.00246153846154
Wyndham Vale,45548,27118,VIC,40.462808465794325
Point Cook - East,43299,27371,VIC,36.78606896233169
Werribee - West,41572,27936,VIC,32.80092369864332
Carrum Downs,45336,30300,VIC,33.165696135521436
Frankston,40850,25599,VIC,37.33414932680539
Frankston South,49173,27946,VIC,43.167998698472736
Langwarrin,50478,28427,VIC,43.684377352510005
Skye - Sandhurst,50907,31401,VIC,38.31693087394661
Dromana,40256,24140,VIC,40.03378378378378
Flinders,36822,22866,VIC,37.90125468469937
Hastings - Somers,44743,24061,VIC,46.223990344858414
Mornington,43704,25396,VIC,41.89090243455977
Mount Eliza,51730,25085,VIC,51.50782911270056
Mount Martha,46156,24673,VIC,46.544327931363206
Point Nepean,35236,20903,VIC,40.67714837098422
Rosebud - McCrae,35086,21652,VIC,38.28877615003135
Somerville,45966,27441,VIC,40.30152721576818
Ararat Region,20000,15829,VIC,20.855
Horsham Region,19382,17844,VIC,7.93519760602621
Stawell,31646,19968,VIC,36.90197813309739
West Wimmera,12842,12612,VIC,1.7909982868712038
Yarriambiack,25194,18670,VIC,25.895054378026515
Irymple,31273,23696,VIC,24.228567774118247
Mildura Region,21536,15631,VIC,27.419205052005946
Mildura - North,19361,15163,VIC,21.68276432002479
Mildura - South,23626,19388,VIC,17.93786506391264
Buloke,21000,18123,VIC,13.700000000000001
Gannawarra,29707,19664,VIC,33.80684687110782
Kyabram,34951,22902,VIC,34.47397785471088
Lockington - Gunbower,36230,19784,VIC,45.39332045266354
Cobram,29581,16671,VIC,43.64287887495352
Moira,29601,21120,VIC,28.651059085841695
Yarrawonga,35303,22763,VIC,35.52106053309917
Shepparton - South,30559,19670,VIC,35.63271049445335
Shepparton Region - West,31916,21461,VIC,32.75786439403434
Glenelg (Vic.),25701,17622,VIC,31.434574530173926
Hamilton (Vic.),25064,18291,VIC,27.022821576763484
Portland,39097,19730,VIC,49.535770007928996
Camperdown,37280,23412,VIC,37.19957081545064
Corangamite - North,29244,16711,VIC,42.856654356449184
Corangamite - South,31772,15742,VIC,50.45322925846657
Moyne - East,24005,17058,VIC,28.93980420745678
Warrnambool - North,33622,23504,VIC,30.09339123193147
Queensland,37327,26132,QLD,29.99169501969084
Alexandra Hills,45006,33239,QLD,26.145402835177535
Belmont - Gumdale,45917,28855,QLD,37.15835093756125
Capalaba,44342,32487,QLD,26.73537503946597
Ormiston,46239,30268,QLD,34.54010683622051
Redland Bay,45910,30597,QLD,33.354389021999566
Sheldon - Mount Cotton,54918,33722,QLD,38.59572453476092
Brisbane Port - Lytton,37519,35327,QLD,5.842373197579893
Manly West,51721,32630,QLD,36.91150596469519
Murarrie,47550,34841,QLD,26.727655099894847
Tingalpa,47238,35000,QLD,25.907108683686864
Bridgeman Downs,55431,33060,QLD,40.35828327109379
McDowall,56138,33348,QLD,40.596387473725464
Aspley,45323,32214,QLD,28.92350462237716
Stafford,42051,36528,QLD,13.134051508882072
Wavell Heights,56702,36704,QLD,35.26859722761102
Eagle Farm - Pinkenba,47425,32666,QLD,31.120716921454928
Northgate - Virginia,46539,33236,QLD,28.584627946453512
Nudgee - Banyo,49069,37128,QLD,24.33511993315535
Deagon,45398,34615,QLD,23.7521476717036
Zillmere,34960,30620,QLD,12.414187643020595
Cannon Hill,49343,33967,QLD,31.16146160549622
Carina,50105,38907,QLD,22.34906695938529
Carindale,46460,30650,QLD,34.02927249246664
Coorparoo,39763,31807,QLD,20.00855066267636
Fairfield - Dutton Park,31828,22914,QLD,28.006786477315572
Woolloongabba,23485,18255,QLD,22.26953374494358
Yeronga,43271,31299,QLD,27.66749092925978
Eight Mile Plains,31400,23289,QLD,25.831210191082803
Macgregor (Qld),19140,15390,QLD,19.59247648902821
Mansfield (Qld),40000,28928,QLD,27.68
Mount Gravatt,42211,34205,QLD,18.966620075335815
Rochedale - Burbank,47688,30004,QLD,37.08270424425432
Upper Mount Gravatt,28236,21593,QLD,23.52670349907919
Wishart,41583,28274,QLD,32.00586778250727
Coopers Plains,21522,19170,QLD,10.928352383607471
Moorooka,41250,34777,QLD,15.692121212121213
Tarragindi,56000,37279,QLD,33.43035714285714
Algester,39731,29592,QLD,25.519116055473056
Calamvale - Stretton,36211,26019,QLD,28.146143437077132
Pallara - Willawong,42929,32814,QLD,23.562160777097066
Kuraby,37554,26560,QLD,29.275177078340526
Sunnybank,19270,13894,QLD,27.898287493513234
Sunnybank Hills,28260,23150,QLD,18.08209483368719
Jindalee - Mount Ommaney,51677,35039,QLD,32.196141416877914
Riverhills,48935,36752,QLD,24.896290998263
Seventeen Mile Rocks - Sinnamon Park,60990,36983,QLD,39.36219052303656
Westlake,52160,31364,QLD,39.86963190184049
Bellbowrie - Moggill,55003,31411,QLD,42.89220587967929
Brookfield - Kenmore Hills,49262,29539,QLD,40.03694531281718
Fig Tree Pocket,65708,33331,QLD,49.27406099713886
Chelmer - Graceville,57085,31255,QLD,45.24831391784181
Corinda,52523,33096,QLD,36.9876054300021
Sherwood,51791,31140,QLD,39.87372323376648
St Lucia,19893,14080,QLD,29.221334137636358
Taringa,36014,23018,QLD,36.08596656855667
Enoggera,58833,34511,QLD,41.34074414019343
Enoggera Reservoir,88504,8592,QLD,90.29196420500767
Keperra,45225,32819,QLD,27.431730237700386
Mitchelton,57100,37764,QLD,33.863397548161124
The Gap,56250,32511,QLD,42.202666666666666
Highgate Hill,27000,21608,QLD,19.97037037037037
New Farm,38019,29000,QLD,23.72234935163997
Spring Hill,16460,10492,QLD,36.25759416767922
Balmoral,52418,36060,QLD,31.206837345949868
Bulimba,60641,36874,QLD,39.192955261291864
Hawthorne,48719,31240,QLD,35.87717317678935
Morningside - Seven Hills,44149,36517,QLD,17.286914765906364
Norman Park,51268,36143,QLD,29.501833502379654
Albion,39489,29591,QLD,25.065208032616678
Alderley,46985,34392,QLD,26.802170905608175
Grange,64298,38916,QLD,39.475566891660705
Hendra,51633,31623,QLD,38.75428505025856
Kelvin Grove - Herston,25655,18757,QLD,26.887546287273434
Newstead - Bowen Hills,48333,31376,QLD,35.083690232346434
Wilston,51332,33501,QLD,34.73661653549443
Ashgrove,47374,30973,QLD,34.62025583653481
Auchenflower,35679,24600,QLD,31.05187925670563
Bardon,59365,30660,QLD,48.3534068895814
Paddington - Milton,41850,28234,QLD,32.5352449223417
Red Hill (Qld),39134,29243,QLD,25.274697194255637
Brinsmead,45796,28945,QLD,36.79579002532972
Redlynch,47016,30426,QLD,35.28586013272078
Trinity Beach - Smithfield,39662,26588,QLD,32.96354192930261
Yorkeys Knob - Machans Beach,31387,25265,QLD,19.5048905597859
Bentley Park,39656,30391,QLD,23.363425458946942
Cairns City,12093,10835,QLD,10.402712312908294
Earlville - Bayview Heights,38921,28923,QLD,25.687931964749104
Gordonvale - Trinity,40310,30289,QLD,24.859836268915902
Manunda,24101,22918,QLD,4.908510020331107
White Rock,33849,27046,QLD,20.09808266123076
Woree,30000,26345,QLD,12.183333333333334
Babinda,32135,27367,QLD,14.837404698926404
Johnstone,30535,23091,QLD,24.378581955133452
Tully,20496,15354,QLD,25.08782201405152
Atherton,15005,14539,QLD,3.105631456181273
Malanda - Yungaburra,27940,21913,QLD,21.571224051539012
Chinchilla,41827,19976,QLD,52.24137518827552
Goondiwindi,38444,23350,QLD,39.26230361044637
Inglewood - Waggamba,26583,16801,QLD,36.79795357935522
Miles - Wandoan,35312,18551,QLD,47.465450838241956
Roma Region,31025,20176,QLD,34.968573730862204
Tara,24616,20192,QLD,17.97205069873253
Crows Nest - Rosalie,37291,23038,QLD,38.221018476307954
Jondaryan,40185,24433,QLD,39.19870598482021
Millmerran,36602,18109,QLD,50.52456149937162
Clifton - Greenmount,38602,23868,QLD,38.1690067872131
Southern Downs - East,35404,24798,QLD,29.957066998079313
Warwick,35692,24286,QLD,31.956741006387983
Central Highlands - East,60020,24079,QLD,59.881706097967346
Emerald,37086,18047,QLD,51.33743191500836
Bouldercombe,41351,25303,QLD,38.809218640419815
Frenchville - Mount Archer,46636,32079,QLD,31.214083540612403
Glenlee - Rockyview,61958,35383,QLD,42.89195906904678
Lakes Creek,36868,27440,QLD,25.57231203211457
Mount Morgan,32360,23854,QLD,26.285537700865262
Rockhampton City,26799,24423,QLD,8.866002462778463
Rockhampton Region - West,47879,28090,QLD,41.33127258296957
The Range - Allenstown,45180,31597,QLD,30.064187693669766
Banana,51156,18437,QLD,63.95926186566581
Biloela,57182,25430,QLD,55.5279633451086
Agnes Water - Miriam Vale,33913,17618,QLD,48.049420576180225
Boyne Island - Tannum Sands,59142,28128,QLD,52.43989043319468
West Gladstone,43986,29206,QLD,33.60160050925295
Broadbeach Waters,25250,20800,QLD,17.62376237623762
Burleigh Heads,28064,20000,QLD,28.734321550741164
Mermaid Beach - Broadbeach,27384,20596,QLD,24.78819748758399
Miami,28454,21706,QLD,23.715470584100654
Coolangatta,24366,16827,QLD,30.940655011081013
Currumbin - Tugun,34066,23769,QLD,30.226618916221454
Currumbin Waters,36224,26198,QLD,27.67778268551237
Elanora,37756,25601,QLD,32.19355863968641
Palm Beach,31780,24166,QLD,23.95846444304594
Arundel,32423,27178,QLD,16.176788082534006
Biggera Waters,28585,25864,QLD,9.51897848521952
Coombabah,33576,27346,QLD,18.554920181081723
Runaway Bay,35384,27361,QLD,22.674089984173637
Guanaba - Springbrook,36613,28222,QLD,22.91808920328845
Tamborine - Canungra,36999,25304,QLD,31.608962404389306
Mudgeeraba - Bonogin,36922,26457,QLD,28.34353501977141
Highland Park,37828,28752,QLD,23.99280955905678
Nerang - Mount Nathan,35043,26721,QLD,23.747966783665785
Worongary - Tallai,35753,25602,QLD,28.392023047017034
Coomera,33446,23755,QLD,28.975064282724393
Helensvale,38686,28108,QLD,27.34322493925451
Hope Island,39129,26650,QLD,31.891947149173248
Jacobs Well - Alberton,37700,29259,QLD,22.389920424403183
Ormeau - Yatala,41407,29955,QLD,27.657159417489797
Oxenford - Maudsland,40657,27879,QLD,31.428782251518804
Pimpama,33359,23463,QLD,29.665157828472076
Clear Island Waters,33810,23991,QLD,29.04170363797693
Robina,32800,26115,QLD,20.381097560975608
Parkwood,27165,25023,QLD,7.885146327995582
Southport - South,22575,18087,QLD,19.880398671096344
Benowa,34423,25028,QLD,27.292798419661274
Bundall,33259,24951,QLD,24.97970474157371
Darra - Sumner,34020,28214,QLD,17.066431510875955
Durack,32382,23251,QLD,28.197764189982088
Forest Lake - Doolandella,39148,30072,QLD,23.183815265147643
Oxley (Qld),49457,34950,QLD,29.332551509391998
Wacol,27623,21005,QLD,23.958295623212543
Boonah,34948,23092,QLD,33.92468810804624
Esk,33180,24407,QLD,26.44062688366486
Lockyer Valley - East,38204,25429,QLD,33.43890692074128
Rosewood,46389,32518,QLD,29.901485265903556
Ipswich - Central,38047,29904,QLD,21.402475885089494
Ipswich - East,40807,29181,QLD,28.490210012987966
Karalee - Barellan Point,53892,36200,QLD,32.8286202033697
Karana Downs,52341,34078,QLD,34.892340612521735
Leichhardt - One Mile,33592,24508,QLD,27.042152893546085
Ripley,50953,36810,QLD,27.75695248562401
Bellbird Park - Brookwater,45695,32543,QLD,28.782142466352994
Camira - Gailes,41465,31559,QLD,23.89002773423369
Goodna,30297,24215,QLD,20.07459484437403
Redbank Plains,30948,24117,QLD,22.07250872431175
Springfield,44637,32300,QLD,27.63850617200977
Beaudesert,37252,24735,QLD,33.60088048963814
Beenleigh,28548,26387,QLD,7.569707159871094
Eagleby,30439,23766,QLD,21.92253359177371
Mount Warren Park,40081,31809,QLD,20.638207629550163
Wolffdene - Bahrs Scrub,43699,30000,QLD,31.348543444930087
Browns Plains,34069,27545,QLD,19.149373330593793
Chambers Flat - Logan Reserve,31833,27583,QLD,13.350925140577388
Marsden,29009,23703,QLD,18.29087524561343
Munruben - Park Ridge South,44110,30793,QLD,30.190433008388123
Greenbank,47429,33137,QLD,30.13346264943389
Logan Village,42601,32724,QLD,23.184901762869416
Bethania - Waterford,35867,28934,QLD,19.32974600607801
Loganlea,30919,23686,QLD,23.393382709660727
Shailer Park,46899,33648,QLD,28.254333781104073
Waterford West,31140,27623,QLD,11.294155427103405
Kingston (Qld.),26454,21133,QLD,20.11416042942466
Rochedale South - Priestdale,45710,32082,QLD,29.814045066725004
Slacks Creek,30870,26344,QLD,14.66148364107548
Underwood,37488,28621,QLD,23.65290226205719
Woodridge,24475,21314,QLD,12.915219611848824
Bowen,17369,11946,QLD,31.22229259024699
Broadsound - Nebo,69245,24908,QLD,64.02917178135606
Clermont,57814,21474,QLD,62.856747500605394
Collinsville,37747,18814,QLD,50.15762842080165
Moranbah,84849,24628,QLD,70.97431908449127
Andergrove - Beaconsfield,48458,25843,QLD,46.66928061414008
Mackay Harbour,61906,27910,QLD,54.9155170742739
Mount Pleasant - Glenella,51438,28126,QLD,45.32058011586765
Pioneer Valley,60478,25243,QLD,58.26085518701015
Sarina,54818,25117,QLD,54.181108395052725
Slade Point,40352,23544,QLD,41.65344964314037
South Mackay,45114,26781,QLD,40.63705279957441
Airlie - Whitsundays,26442,15740,QLD,40.47348914605552
Bribie Island,37503,27586,QLD,26.44321787590326
Caboolture,27319,18257,QLD,33.17105311321791
Caboolture - South,26715,17815,QLD,33.314617256223094
Elimbah,37544,23580,QLD,37.19369273385894
Morayfield - East,28756,21719,QLD,24.47141466128808
Kilcoy,48846,26880,QLD,44.96990541702493
Woodford - D'Aguilar,40873,27902,QLD,31.734886110635387
Burpengary,38356,27223,QLD,29.02544582333924
Morayfield,35733,25432,QLD,28.827694288192983
Clontarf,43318,31824,QLD,26.53400433999723
Redcliffe,36284,29580,QLD,18.476463454966378
Scarborough - Newport - Moreton Island,43861,29810,QLD,32.03529331296596
Albany Creek,52102,31538,QLD,39.46873440558903
Cashmere,52434,33312,QLD,36.46870351298775
The Hills District,53578,36162,QLD,32.505879278808465
Samford Valley,56028,32209,QLD,42.512672235310916
Croydon - Etheridge,25998,15141,QLD,41.76090468497577
Northern Peninsula,26795,24070,QLD,10.16980779996268
Tablelands,20410,13995,QLD,31.43067123958844
Weipa,84390,36457,QLD,56.799383813248014
Carpentaria,24324,16155,QLD,33.584114454859396
Mount Isa Region,44280,23374,QLD,47.213188798554654
Far Central West,29458,20942,QLD,28.908955122547354
Buderim - South,36300,21660,QLD,40.33057851239669
Mountain Creek,37521,23505,QLD,37.355081154553446
Sippy Downs,28714,19259,QLD,32.92818834018249
Aroona - Currimundi,37364,28122,QLD,24.7350390750455
Buddina - Minyama,35232,23505,QLD,33.28508174386921
Caloundra - West,37746,26542,QLD,29.682615376463733
Moffat Beach - Battery Hill,35530,23407,QLD,34.12046158176189
Wurtulla - Birtinya,36000,25153,QLD,30.130555555555556
Coolum Beach,35649,24260,QLD,31.94760021318971
Marcoola - Mudjimba,34196,24529,QLD,28.26938823254182
Maroochydore - Kuluin,27047,21325,QLD,21.155765889008023
Mooloolaba - Alexandra Headland,25500,20558,QLD,19.380392156862744
Noosa Heads,20000,13962,QLD,30.19
Sunshine Beach,25576,16721,QLD,34.622302158273385
Tewantin,29336,22676,QLD,22.702481592582494
Peregian Beach - Marcus Beach,31257,22274,QLD,28.739162427616215
Beerwah,37818,24168,QLD,36.0939235284785
Caloundra Hinterland,28348,20776,QLD,26.710879074361504
Glass House Mountains,39648,27144,QLD,31.53753026634383
Maroochy Hinterland,36302,22887,QLD,36.95388683819073
Bli Bli,42234,25110,QLD,40.54553203580054
Drayton - Harristown,33442,26414,QLD,21.015489504216255
Gatton,9211,8024,QLD,12.886765823471935
Highfields,50769,27886,QLD,45.072780633851366
Newtown (Qld),33054,25203,QLD,23.752042112906153
Rangeville,43138,30128,QLD,30.15902452594001
Toowoomba - East,40624,27325,QLD,32.73680582906656
Wilsonton,36749,25639,QLD,30.23211515959618
Charters Towers,39099,25068,QLD,35.885828282053254
Ingham,32808,25841,QLD,21.235674225798586
Annandale,48275,26775,QLD,44.536509580528225
Condon - Rasmussen,37235,24139,QLD,35.171209883174434
Cranbrook,28960,21685,QLD,25.120856353591158
Deeragun,48214,31148,QLD,35.396357904343134
Douglas,45333,25963,QLD,42.728255354818785
Garbutt - West End,34599,27557,QLD,20.35318939853753
Hyde Park - Pimlico,31286,25703,QLD,17.845042511027295
Kelso,33927,26784,QLD,21.054027765496507
Kirwan - East,30094,24091,QLD,19.94749784010102
Kirwan - West,40606,28804,QLD,29.064670245776487
Mount Louisa,47383,31340,QLD,33.85813477407509
Townsville - South,48116,30922,QLD,35.7344750187048
Townsville City - North Ward,40569,25090,QLD,38.15474869974611
Wulguru - Roseneath,38954,29041,QLD,25.447964265543977
Bargara - Burnett Heads,36152,26069,QLD,27.890573135649483
Branyan - Kensington,40314,28291,QLD,29.82338641662946
Bundaberg Region - North,31494,23990,QLD,23.82676065282276
Millbank - Avoca,37805,28838,QLD,23.71908477714588
Svensson Heights - Norville,35333,26197,QLD,25.856847706110436
Gin Gin,27040,18683,QLD,30.906065088757394
Kingaroy,37366,24364,QLD,34.7963389177327
Kingaroy Region - North,32981,24119,QLD,26.870016069858405
Cooloola,25000,14936,QLD,40.256
Booral - River Heads,36794,29048,QLD,21.052345491112682
Craignish - Dundowran Beach,43928,29154,QLD,33.63230741212894
Pialba - Eli Waters,36809,25620,QLD,30.39745714363335
Point Vernon,33081,26442,QLD,20.06892173755328
Burrum - Fraser,34100,24722,QLD,27.501466275659826
Maryborough (Qld),37290,28508,QLD,23.55054974524001
Maryborough Region - South,31202,26029,QLD,16.579065444522787
South Australia,38800,27085,SA,30.193298969072163
Adelaide,18326,15049,SA,17.881698133798974
North Adelaide,34437,25000,SA,27.40366466300781
Adelaide Hills,47393,29473,SA,37.81149114848184
Aldgate - Stirling,50629,29000,SA,42.72057516443145
Lobethal - Woodside,45457,25526,SA,43.845832325054445
Mount Barker,46126,26986,SA,41.495035337987254
Mount Barker Region,46763,26999,SA,42.2641832217779
Nairne,44393,28478,SA,35.85024666050954
Toorak Gardens,40309,26614,SA,33.975042794413156
Athelstone,45003,30354,SA,32.55116325578295
Payneham - Felixstow,35858,27170,SA,24.22890289475152
St Peters - Marden,39231,28290,SA,27.888659478473656
Nailsworth - Broadview,44064,31100,SA,29.42084241103849
Prospect,37469,29214,SA,22.03154607809122
Walkerville,38048,28951,SA,23.909272497897394
Goodwood - Millswood,39589,28345,SA,28.401828790825732
Unley - Parkside,43533,29272,SA,32.7590563480578
Gawler - South,43085,29079,SA,32.50783335267495
Lewiston - Two Wells,49956,31293,SA,37.35887581071343
Davoren Park,35795,24178,SA,32.4542533873446
One Tree Hill,43881,31118,SA,29.0854811877578
Northgate - Oakden - Gilles Plains,39561,30782,SA,22.19104673794899
Windsor Gardens,35541,26277,SA,26.06567063391576
Para Hills,41431,28506,SA,31.196447104824887
Salisbury,31776,25392,SA,20.090634441087612
Salisbury East,43247,28236,SA,34.70992207551969
Mawson Lakes - Globe Derby Park,43165,28892,SA,33.06614154986679
Pooraka - Cavan,36149,27240,SA,24.645218401615534
Greenwith,54446,33861,SA,37.80810344194248
Modbury Heights,47923,32982,SA,31.177096592450386
Brighton (SA),47950,30459,SA,36.47758081334724
Edwardstown,33805,27325,SA,19.16876201745304
Hallett Cove,49159,32743,SA,33.39368172664212
Marino - Seaview Downs,45450,31018,SA,31.753575357535752
Sheidow Park - Trott Park,52999,33617,SA,36.57050133021378
Belair,45577,31563,SA,30.747964982337585
Blackwood,52574,33862,SA,35.591737360672575
Mitcham (SA),44582,27225,SA,38.932753129065546
Panorama,35393,25904,SA,26.81038623456616
Aberfoyle Park,48000,31797,SA,33.75625
Aldinga,40648,25776,SA,36.587285967329265
Christie Downs,37887,26577,SA,29.85192810198749
Christies Beach,37321,26282,SA,29.5785214758447
Coromandel Valley,55258,32785,SA,40.6692243657027
Flagstaff Hill,48584,32062,SA,34.00708052033591
Hackham - Onkaparinga Hills,42777,28538,SA,33.286579236505595
Hackham West - Huntfield Heights,39061,28423,SA,27.234325798110646
Morphett Vale - East,42391,30603,SA,27.807789389257152
Reynella,45357,31493,SA,30.566395484710192
Willunga,39007,26074,SA,33.155587458661266
Woodcroft,50834,32173,SA,36.709682495967265
Beverley,41249,32071,SA,22.25023636936653
Flinders Park,41286,28922,SA,29.947197597248458
Hindmarsh - Brompton,37708,28971,SA,23.170149570382943
Seaton - Grange,42259,31257,SA,26.03469083508838
West Lakes,47166,30691,SA,34.92982232964423
Largs Bay - Semaphore,47507,34650,SA,27.063380133454018
North Haven,46861,31983,SA,31.74921576577538
Fulham,46656,31396,SA,32.70747599451303
Lockleys,39994,28916,SA,27.699154873230984
Plympton,30703,24710,SA,19.519265218382568
Richmond (SA),30948,26623,SA,13.975054930851751
Barossa - Angaston,40964,23834,SA,41.81720535103994
Lyndoch,50949,28559,SA,43.94590669100473
Nuriootpa,43292,25095,SA,42.033170100711445
Moonta,32563,24178,SA,25.750084451678283
Wallaroo,31876,24303,SA,23.757686033379343
Yorke Peninsula - North,29540,21347,SA,27.735274204468517
Ceduna,30071,22793,SA,24.20272022879186
Eyre Peninsula,22176,19559,SA,11.801046176046176
Kimba - Cleve - Franklin Harbour,20750,18666,SA,10.043373493975903
Port Lincoln,29215,22800,SA,21.95789833989389
Western,69301,24597,SA,64.50700567091384
Whyalla,57284,28787,SA,49.74687521821102
Coober Pedy,23900,23205,SA,2.907949790794979
Quorn - Lake Gilles,25703,16058,SA,37.52480255223126
Port Augusta,37036,26975,SA,27.16546063289772
Strathalbyn Region,36014,22326,SA,38.00744155050813
Yankalilla,32436,20762,SA,35.99087433715625
Kingston - Robe,17709,13445,SA,24.07815235191146
Millicent,37339,24738,SA,33.74755617450923
Naracoorte,22809,17990,SA,21.127625060283222
Naracoorte Region,19287,11936,SA,38.11375537927101
Penola,23868,13826,SA,42.073068543656774
Wattle Range,30297,23433,SA,22.65570848598871
Mount Gambier - East,42000,25283,SA,39.80238095238095
Mount Gambier - West,38183,23997,SA,37.15265956053741
Loxton,27940,23014,SA,17.630637079455976
Loxton Region,19182,17018,SA,11.281409654884786
Mannum,28454,19289,SA,32.209882617558165
Murray Bridge,32975,23521,SA,28.670204700530704
Murray Bridge Region,32406,23656,SA,27.001172622353884
Renmark,17941,15623,SA,12.920127083217212
Renmark Region,23463,22530,SA,3.9764735967267617
The Coorong,22842,17108,SA,25.102880658436217
Waikerie,30431,19208,SA,36.880155104991616
Western Australia,41657,25725,WA,38.245672996135106
Busselton,33500,18534,WA,44.67462686567164
Busselton Region,26331,14601,WA,44.548251110857926
Australind - Leschenault,51922,24087,WA,53.60926004391202
Capel,43411,22105,WA,49.079726336642786
College Grove - Carey Park,33090,21096,WA,36.246600181323664
Collie,53121,24205,WA,54.43421622333917
Dardanup,49601,24624,WA,50.35583960000807
Eaton - Pelican Point,52186,25100,WA,51.90280918253938
Harvey,48456,23158,WA,52.20818887237907
Dalyellup,49571,27065,WA,45.401545258316354
South Bunbury - Bunbury,34567,25178,WA,27.16174385975063
Withers - Usher,35902,21375,WA,40.462926856442536
Manjimup,27882,15933,WA,42.855605767161606
Dawesville - Bouvard,46077,23667,WA,48.63597890487662
Halls Head - Erskine,48276,24595,WA,49.05335984754329
Mandurah - South,38645,24042,WA,37.78755337042308
Pinjarra,48281,22261,WA,53.89283569105859
Claremont (WA),41421,23933,WA,42.22012988580672
Cottesloe,44909,24040,WA,46.46952726624953
Floreat,58628,28521,WA,51.35259602920107
Mosman Park - Peppermint Grove,39000,21733,WA,44.274358974358975
Swanbourne - Mount Claremont,57204,25991,WA,54.56436612824278
Mount Hawthorn - Leederville,59180,33058,WA,44.139912132477185
Mount Lawley - Inglewood,43798,28326,WA,35.32581396410795
North Perth,43989,30420,WA,30.846347950624022
Subiaco - Shenton Park,55383,32547,WA,41.23286929202102
Wembley - West Leederville - Glendalough,33231,23245,WA,30.05025428064157
Bassendean - Eden Hill - Ashfield,46328,31232,WA,32.5850457606631
Bayswater - Embleton - Bedford,45729,31855,WA,30.339609438212072
Maylands,35403,28901,WA,18.365675225263395
Chidlow,52911,31319,WA,40.80814953412334
Mundaring,53750,27696,WA,48.47255813953488
Swan View - Greenmount - Midvale,44498,29730,WA,33.18800844981797
Beechboro,41171,28299,WA,31.264725170629816
Bullsbrook,47732,26369,WA,44.75613843962122
Ellenbrook,49184,28823,WA,41.397608978529604
Hazelmere - Guildford,53085,33474,WA,36.94263916360554
Lockridge - Kiara,45411,30942,WA,31.86232410649402
Malaga,45000,32138,WA,28.58222222222222
Middle Swan - Herne Hill,41418,28903,WA,30.216331063788694
Midland - Guildford,37907,28757,WA,24.138022001213496
The Vines,52970,29549,WA,44.2155937323013
Heathridge - Connolly,45376,28323,WA,37.58154090267983
Hillarys,50801,27446,WA,45.97350445857365
Iluka - Burns Beach,62046,28481,WA,54.09696031976276
Joondalup - Edgewater,42094,27232,WA,35.306694540789664
Kingsley,48798,32661,WA,33.06897823681298
Mullaloo - Kallaroo,48723,25960,WA,46.71920858732015
Padbury,52889,32004,WA,39.488362419406684
Sorrento - Marmion,54761,27000,WA,50.69483756688153
Balga - Mirrabooka,27859,21533,WA,22.70720413510894
Innaloo - Doubleview,48735,31129,WA,36.1259874833282
Karrinyup - Gwelup - Carine,58600,31042,WA,47.027303754266214
Osborne Park Industrial,48771,16354,WA,66.46777798281765
Scarborough,39899,26868,WA,32.659966415198376
Trigg - North Beach - Watermans Bay,46131,27250,WA,40.929093234484405
Wembley Downs - Churchlands - Woodlands,51406,26921,WA,47.63062677508462
Yokine - Coolbinia - Menora,37301,27042,WA,27.503284094260206
Butler - Merriwa - Ridgewood,42050,25825,WA,38.58501783590963
Carramar,47346,29168,WA,38.39395091454399
Clarkson,42341,27809,WA,34.32134337875818
Girrawheen,31976,23048,WA,27.920940705529144
Madeley - Darch - Landsdale,48543,29300,WA,39.641142904229234
